Date : 2023-04-07 21:58:56
Directory : g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald
Total : 2340 files,  873017 codes, 16175 comments, 87796 blanks, all 976988 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_double_team.s                                   | Assembly     |         62 |          0 |         10 |         72 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_dragon_rage.s                                   | Assembly     |        141 |          0 |         10 |        151 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_earthquake.s                                    | Assembly     |        315 |          0 |         12 |        327 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_ember.s                                         | Assembly     |         52 |          0 |         10 |         62 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_encore.s                                        | Assembly     |         49 |          0 |         10 |         59 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_encore2.s                                       | Assembly     |        164 |          0 |         10 |        174 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_explosion.s                                     | Assembly     |        107 |          0 |         12 |        119 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_faint_attack.s                                  | Assembly     |         80 |          0 |         10 |         90 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_flame_wheel.s                                   | Assembly     |        113 |          0 |         12 |        125 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_flame_wheel2.s                                  | Assembly     |         88 |          0 |         12 |        100 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_flamethrower.s                                  | Assembly     |        164 |          0 |         12 |        176 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_flatter.s                                       | Assembly     |         58 |          0 |         10 |         68 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_giga_drain.s                                    | Assembly     |         72 |          0 |         10 |         82 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_grasswhistle.s                                  | Assembly     |        119 |          0 |         12 |        131 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_hail.s                                          | Assembly     |         87 |          0 |         12 |         99 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_harden.s                                        | Assembly     |         63 |          0 |         12 |         75 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_haze.s                                          | Assembly     |        239 |          0 |         12 |        251 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_heal_bell.s                                     | Assembly     |         74 |          0 |         10 |         84 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_heat_wave.s                                     | Assembly     |        195 |          0 |         12 |        207 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_hydro_pump.s                                    | Assembly     |        113 |          0 |         12 |        125 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_hyper_beam.s                                    | Assembly     |         73 |          0 |         12 |         85 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_hyper_beam2.s                                   | Assembly     |        104 |          0 |         12 |        116 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_icy_wind.s                                      | Assembly     |         61 |          0 |         12 |         73 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_lick.s                                          | Assembly     |        120 |          0 |         10 |        130 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_lock_on.s                                       | Assembly     |         60 |          0 |         10 |         70 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_metronome.s                                     | Assembly     |         70 |          0 |         10 |         80 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_milk_drink.s                                    | Assembly     |        118 |          0 |         12 |        130 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_minimize.s                                      | Assembly     |        156 |          0 |         10 |        166 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_mist.s                                          | Assembly     |         85 |          0 |         10 |         95 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_moonlight.s                                     | Assembly     |        207 |          0 |         12 |        219 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_morning_sun.s                                   | Assembly     |        124 |          0 |         12 |        136 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_nightmare.s                                     | Assembly     |        135 |          0 |         12 |        147 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_perish_song.s                                   | Assembly     |        210 |          0 |         12 |        222 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_petal_dance.s                                   | Assembly     |        194 |          0 |         12 |        206 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_poison_powder.s                                 | Assembly     |         49 |          0 |         10 |         59 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_psybeam.s                                       | Assembly     |        133 |          0 |         12 |        145 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_psybeam2.s                                      | Assembly     |        207 |          0 |         10 |        217 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_rain_dance.s                                    | Assembly     |        107 |          0 |         10 |        117 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_reflect.s                                       | Assembly     |        256 |          0 |         12 |        268 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_reversal.s                                      | Assembly     |        325 |          0 |         12 |        337 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_rock_throw.s                                    | Assembly     |         56 |          0 |         10 |         66 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_sacred_fire.s                                   | Assembly     |         94 |          0 |         12 |        106 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_sacred_fire2.s                                  | Assembly     |        169 |          0 |         12 |        181 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_sand_tomb.s                                     | Assembly     |        186 |          0 |         12 |        198 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_sandstorm.s                                     | Assembly     |        279 |          0 |         12 |        291 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_screech.s                                       | Assembly     |        101 |          0 |         12 |        113 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_self_destruct.s                                 | Assembly     |         65 |          0 |         10 |         75 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_sing.s                                          | Assembly     |        187 |          0 |         12 |        199 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_sketch.s                                        | Assembly     |         59 |          0 |         10 |         69 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_sky_uppercut.s                                  | Assembly     |         92 |          0 |         12 |        104 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_snore.s                                         | Assembly     |         94 |          0 |         12 |        106 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_solar_beam.s                                    | Assembly     |        155 |          0 |         10 |        165 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_spit_up.s                                       | Assembly     |         77 |          0 |         12 |         89 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_stat_decrease.s                                 | Assembly     |        260 |          0 |         12 |        272 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_stat_increase.s                                 | Assembly     |        272 |          0 |         12 |        284 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_strength.s                                      | Assembly     |         73 |          0 |         12 |         85 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_string_shot.s                                   | Assembly     |         71 |          0 |         10 |         81 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_string_shot2.s                                  | Assembly     |        123 |          0 |         12 |        135 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_supersonic.s                                    | Assembly     |        152 |          0 |         10 |        162 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_surf.s                                          | Assembly     |        100 |          0 |         10 |        110 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_swagger.s                                       | Assembly     |         68 |          0 |         10 |         78 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_swagger2.s                                      | Assembly     |         47 |          0 |         10 |         57 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_sweet_scent.s                                   | Assembly     |        181 |          0 |         12 |        193 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_swift.s                                         | Assembly     |        100 |          0 |         12 |        112 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_teeter_dance.s                                  | Assembly     |        110 |          0 |         12 |        122 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_teleport.s                                      | Assembly     |        156 |          0 |         10 |        166 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_thunder_wave.s                                  | Assembly     |         95 |          0 |         12 |        107 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_thunderbolt.s                                   | Assembly     |        106 |          0 |         12 |        118 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_thunderbolt2.s                                  | Assembly     |         74 |          0 |         12 |         86 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_toxic.s                                         | Assembly     |         78 |          0 |         10 |         88 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_tri_attack.s                                    | Assembly     |         88 |          0 |         12 |        100 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_tri_attack2.s                                   | Assembly     |        113 |          0 |         12 |        125 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_twister.s                                       | Assembly     |        199 |          0 |         12 |        211 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_uproar.s                                        | Assembly     |         77 |          0 |         10 |         87 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_vital_throw.s                                   | Assembly     |         64 |          0 |         12 |         76 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_vital_throw2.s                                  | Assembly     |         97 |          0 |         12 |        109 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_waterfall.s                                     | Assembly     |        126 |          0 |         12 |        138 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_whirlpool.s                                     | Assembly     |        116 |          0 |         10 |        126 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_m_yawn.s                                          | Assembly     |        116 |          0 |         12 |        128 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_wall_hit.s                                        | Assembly     |         32 |          0 |         10 |         42 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\songs\se_win_open.s                                        | Assembly     |         33 |          0 |         10 |         43 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voice_groups.inc                                           | Assembly     |        192 |          0 |          1 |        193 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup000.inc                              | Assembly     |         64 |          0 |          2 |         66 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup001.inc                              | Assembly     |         31 |          0 |          2 |         33 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup002.inc                              | Assembly     |         56 |          0 |          2 |         58 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup003.inc                              | Assembly     |         56 |          0 |          2 |         58 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup004.inc                              | Assembly     |         92 |          0 |          2 |         94 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup005.inc                              | Assembly     |          6 |          0 |          2 |          8 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup006.inc                              | Assembly     |          5 |          0 |          2 |          7 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup007.inc                              | Assembly     |        133 |          0 |          2 |        135 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup008.inc                              | Assembly     |          4 |          0 |          2 |          6 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup009.inc                              | Assembly     |          4 |          0 |          2 |          6 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup010.inc                              | Assembly     |         86 |          0 |          2 |         88 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup011.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup012.inc                              | Assembly     |        104 |          0 |          2 |        106 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup013.inc                              | Assembly     |         92 |          0 |          2 |         94 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup014.inc                              | Assembly     |         87 |          0 |          2 |         89 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup015.inc                              | Assembly     |         94 |          0 |          2 |         96 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup016.inc                              | Assembly     |         67 |          0 |          2 |         69 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup017.inc                              | Assembly     |         93 |          0 |          2 |         95 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup018.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup019.inc                              | Assembly     |         87 |          0 |          2 |         89 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup020.inc                              | Assembly     |         89 |          0 |          2 |         91 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup021.inc                              | Assembly     |         53 |          0 |          2 |         55 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup022.inc                              | Assembly     |         67 |          0 |          2 |         69 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup023.inc                              | Assembly     |         91 |          0 |          2 |         93 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup024.inc                              | Assembly     |         93 |          0 |          2 |         95 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup025.inc                              | Assembly     |         86 |          0 |          2 |         88 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup026.inc                              | Assembly     |         87 |          0 |          2 |         89 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup027.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup028.inc                              | Assembly     |         85 |          0 |          2 |         87 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup029.inc                              | Assembly     |         90 |          0 |          2 |         92 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup030.inc                              | Assembly     |         57 |          0 |          2 |         59 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup031.inc                              | Assembly     |         67 |          0 |          2 |         69 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup032.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup033.inc                              | Assembly     |         85 |          0 |          2 |         87 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup034.inc                              | Assembly     |         86 |          0 |          2 |         88 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup035.inc                              | Assembly     |         87 |          0 |          2 |         89 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup036.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup037.inc                              | Assembly     |         91 |          0 |          2 |         93 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup038.inc                              | Assembly     |         84 |          0 |          2 |         86 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup039.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup040.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup041.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup042.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup043.inc                              | Assembly     |         83 |          0 |          2 |         85 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup044.inc                              | Assembly     |         83 |          0 |          2 |         85 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup045.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup046.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup047.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup048.inc                              | Assembly     |         90 |          0 |          2 |         92 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup049.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup050.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup051.inc                              | Assembly     |         76 |          0 |          2 |         78 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup052.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup053.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup054.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup055.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup056.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup057.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup058.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup059.inc                              | Assembly     |         91 |          0 |          2 |         93 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup060.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup061.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup062.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup063.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup064.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup065.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup066.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup067.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup068.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup069.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup070.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup071.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup072.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup073.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup074.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup075.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup076.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup077.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup078.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup079.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup080.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup081.inc                              | Assembly     |          4 |          0 |          2 |          6 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup082.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup083.inc                              | Assembly     |         86 |          0 |          2 |         88 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup084.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup085.inc                              | Assembly     |        130 |          0 |          2 |        132 |
| g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\sound\voicegroups\voicegroup086.inc                              | Assembly     |        130 |          0 |          2 |        132 |
